person_name,acct_num,card_company,card_number,txn_datetime,merch_name,merch_cat,txn_amount,currency,pay_meth,city,txn_type,bill_cyc,txn_status
calderonchristopher,GB73EIMH34710985748144,VISA,30478994484600,2025-10-13 20:51:19,Pantaloons,Electronics,27770.88,INR,NEFT,Lake Robinport,Withdrawal,December,Approved
lauraswanson,GB77WKGA88413160564663,chhupay,180028196990710,2025-05-13 10:16:54,Brand Factory,Travel,46113.65,INR,Credit Card,East Markmouth,Refund,November,Reversed
vray,GB43YBZB74012905158308,Discover,3555120567027940,2025-08-31 07:49:32,DMart,Grocery,48680.34,INR,Debit Card,Barbarabury,Refund,July,Approved
ucameron,GB15QMZY58268719760081,Discover,5496738768701901,2025-11-17 05:01:30,Brand Factory,Dining,72715.78,INR,Mobile Payment,Grimesberg,Purchase,November,Reversed
bakercarrie,GB37XOFP18381541843023,Maestro,503821945634,2025-07-19 20:22:58,BabyChakra,Electronics,61960.22,INR,Debit Card,Port Matthewstad,Deposit,March,Pending
kylematthews,GB37XRHN68442886533969,chhupay,4467702739242401,2025-03-02 21:45:17,Zivame,Electronics,42522.04,INR,Bank Transfer,New Stacytown,Withdrawal,October,Reversed
elopez,GB75LTFX14816729122922,American Express,2244799049235418,2025-06-16 04:21:27,Foodhall,Clothing,54985.84,INR,Credit Card,North John,Purchase,June,Reversed
jessicadavis,GB90NNKH78000636496632,chhupay,4918884639108625463,2025-11-04 03:39:14,DMart,Grocery,60181.35,INR,Debit Card,West Bruce,Purchase,August,Reversed
angela27,GB75QVJD99996653709289,rupay,4746451398195516196,2025-11-23 12:37:18,HyperCity,Travel,37430.37,INR,Credit Card,Millerstad,Refund,October,Pending
cassandra79,GB77LUZX43385290554305,Discover,213102300804116,2025-02-07 08:39:14,Spar Hypermarket,Travel,52583.24,INR,Credit Card,Whiteport,Deposit,April,Reversed
clarkdaniel,GB63JDIV80873896004010,Discover,3561881544843343,2025-05-14 18:44:50,Amazon India,Electronics,13611.37,INR,Mobile Payment,Michaelton,Refund,May,Reversed
calderonchristopher,GB93VCKY45772330813513,VISA,372998582627423,2025-02-17 23:37:54,Fabindia,Travel,327.32,INR,Mobile Payment,Smithbury,Deposit,September,Reversed
rubiojocelyn,GB73KDNW96334952620808,Maestro,4171806909813,2025-03-09 18:30:54,Aditya Birla Retai,Clothing,71840.64,INR,Debit Card,Lake Evanport,Refund,May,Pending
mevans,GB18HXQD88844781043322,Maestro,180038081918387,2025-10-13 12:14:01,Westside,Dining,45900.06,INR,NEFT,South Ryanville,Deposit,July,Declined
bjoseph,GB57DFWM02185109230135,chhupay,4713151839928489,2025-03-03 03:27:16,Reliance Retail,Dining,19441.61,INR,RTGS,North Jeremyshire,Refund,April,Declined
janicepatterson,GB03FQXE76499260501339,American Express,3596217454808449,2025-10-06 07:27:38,V-Mart Retail Ltd,Electronics,60687.08,INR,Mobile Payment,Porterstad,Deposit,October,Pending
sharon07,GB13TRRQ75198163923773,American Express,180034864665873,2025-10-20 03:53:14,Avenue Supermarts,Health,98706.39,INR,Debit Card,East Aliciaport,Purchase,April,Declined
wwilson,GB67KIND72155146443528,VISA,4040745783555949034,2025-12-03 09:34:40,HyperCity,Health,29825.20,INR,NEFT,Davisstad,Purchase,October,Reversed
janice21,GB52NCRJ90483768981278,American Express,675982373275,2025-04-06 17:19:19,Nilgiris,Electronics,70268.72,INR,UPI,Christopherton,Refund,May,Reversed
hgarrison,GB40VRUI79224524608841,chhupay,4059335225183,2025-06-10 12:22:22,Pantaloons,Grocery,82407.92,INR,Mobile Payment,Maryfort,Refund,August,Approved
dbailey,GB36OBTT44733448685384,amex,4459965364170714,2025-06-04 19:12:25,Trends,Clothing,38910.11,INR,UPI,Harrischester,Withdrawal,May,Pending
wjennings,GB86DHZH14362354017334,Discover,378385950483544,2025-09-14 22:03:59,Snapdeal,Electronics,15048.04,INR,Bank Transfer,Port Shawnatown,Deposit,June,Approved
alindsey,GB78EPDG23535709943966,American Express,4318098344478,2025-07-27 14:35:20,Infiniti Retail Ltd,Health,56808.46,INR,Mobile Payment,New Lisaside,Deposit,April,Declined
chaneyandrea,GB65VUOQ80991922705640,Mastercard,340270374587176,2025-04-27 13:43:21,Reliance Retail,Dining,15725.97,INR,Debit Card,South Natasha,Refund,August,Pending
abigail66,GB71RHDN80563427376354,VISA,377182070902490,2025-12-29 10:01:47,DMart,Clothing,5420.78,INR,Bank Transfer,Mitchellmouth,Withdrawal,July,Declined
westmorgan,GB12FJLR00814020314894,Diners Club,4891125606115022222,2025-03-18 05:43:48,Westside,Electronics,55433.22,INR,Mobile Payment,Port Whitneyfurt,Refund,February,Declined
hjones,GB82DJQS65694792857652,rupay,375926053508977,2025-01-28 05:23:38,Nilgiris,Clothing,37328.85,INR,RTGS,South Annemouth,Deposit,December,Pending
cindyguzman,GB91ZNAA40596718295731,American Express,630497681910,2025-12-04 01:30:25,Infiniti Retail Ltd,Grocery,68471.10,INR,NEFT,Port Kelly,Purchase,January,Approved
zoconnor,GB63AQLK39877468139694,Mastercard,3501313920449274,2025-03-15 06:14:05,Spar Hypermarket,Clothing,36437.94,INR,NEFT,Lake Cynthia,Refund,April,Approved
howardbrandon,GB08KZGR19932788899859,chhupay,38027948374144,2025-01-02 06:20:27,Metro Cash & Carry India,Grocery,36583.64,INR,NEFT,South Amy,Purchase,July,Reversed
brichards,GB14SOXZ29601592904432,chhupay,4880682880597879,2025-09-19 17:53:41,Future Group,Clothing,65509.06,INR,Mobile Payment,North Tammy,Deposit,December,Declined
osbornealexander,GB63NWEY15213368289509,saphiro,4366933881873,2025-12-28 08:32:19,JioMart,Clothing,43468.72,INR,Credit Card,Timothytown,Deposit,June,Reversed
kristen89,GB83HLFW12734727374612,chhupay,4062203583360778,2025-12-25 03:08:36,Central,Grocery,14962.78,INR,NEFT,Fowlerland,Refund,April,Approved
john95,GB37PGNU93404481977416,rupay,6540207246742881,2025-09-06 20:50:02,Lenskart,Travel,37848.92,INR,UPI,Port Suzannemouth,Withdrawal,June,Approved
btaylor,GB89ENIU29792839576878,chhupay,2239023625584223,2025-10-27 15:39:04,Infiniti Retail Ltd,Grocery,85770.58,INR,Credit Card,South Michelle,Deposit,May,Approved
mariataylor,GB53JWZQ18871666987393,VISA,4038908092416389,2025-09-16 03:00:14,Brand Factory,Grocery,26693.46,INR,Bank Transfer,Smithtown,Withdrawal,September,Pending
anthonypatterson,GB58VCUD96137942779807,rupay,4584890372435,2025-06-21 01:14:14,Avenue Supermarts,Clothing,86799.00,INR,Debit Card,West Luis,Deposit,October,Declined
chadnorris,GB12KXLA48957111004735,VISA,676224922069,2025-03-04 20:30:33,Big Bazaar,Dining,68507.45,INR,NEFT,Darlenemouth,Refund,January,Reversed
lisa91,GB24KLKV75921890075333,amex,4286824722903978,2025-08-23 08:51:59,Reliance Digital,Grocery,59993.93,INR,RTGS,North Kellytown,Withdrawal,September,Reversed
vholder,GB87HNWY58671944293756,American Express,2266061176287982,2025-08-11 19:10:35,IKEA India,Grocery,69994.20,INR,NEFT,Newmanburgh,Purchase,April,Declined
patrickrobinson,GB52FEZX75774858357093,saphiro,6525107930906868,2025-08-31 08:35:27,Brand Factory,Electronics,29550.77,INR,UPI,Wrightmouth,Deposit,November,Pending
whitelauren,GB14JNVE03249065029872,Maestro,3555120567027940,2025-06-07 15:13:07,Titan Company,Dining,59026.01,INR,RTGS,West Codyton,Deposit,September,Pending
cpatel,GB08ZTSM16646158526354,amex,344678901709558,2025-08-25 19:54:39,Brand Factory,Electronics,84528.07,INR,UPI,Lake Brandonton,Withdrawal,November,Pending
danielsedward,GB73CLFG60767415936135,Discover,180065327977174,2025-07-10 23:53:48,Myntra,Grocery,54400.49,INR,UPI,Michaelshire,Refund,December,Pending
tduncan,GB90LSJD72375215801171,Maestro,374920110177810,2025-03-29 02:33:12,ShopClues,Grocery,6410.97,INR,Credit Card,Williamhaven,Deposit,September,Reversed
jessicaweaver,GB86BHCM33895351590380,Mastercard,2283795093423894,2025-01-11 06:01:46,IKEA India,Electronics,97501.26,INR,Mobile Payment,Weaverville,Refund,March,Declined
brendablake,GB79QHHB31291372801328,Diners Club,4858208674066,2025-09-28 11:31:02,Pepperfry,Electronics,67995.64,INR,NEFT,Janetberg,Deposit,June,Declined
pruittamanda,GB35SHRX43628419254040,Diners Club,30499401867773,2025-11-13 09:15:26,CaratLane,Health,93099.57,INR,Bank Transfer,Brendatown,Withdrawal,July,Approved
nathanblankenship,GB03EHIS39800325125796,VISA,3589802346393723,2025-05-01 01:22:58,IKEA India,Electronics,35275.99,INR,UPI,South Charles,Refund,January,Declined
cannonbrenda,GB33SQXX40241974717893,VISA,4850427523841298193,2025-11-08 21:39:29,Trends,Grocery,60976.93,INR,Credit Card,Port Mary,Deposit,December,Approved
shortelizabeth,GB95IGSL61646643666027,Mastercard,4326327033191061,2025-02-08 18:53:57,JioMart,Clothing,97618.47,INR,UPI,South Bradley,Purchase,April,Approved
btaylor,GB64DQAR97436892258560,Maestro,5429140247803493,2025-07-28 20:02:58,BlueStone,Clothing,33849.97,INR,Bank Transfer,West William,Withdrawal,July,Declined
patriciasullivan,GB52WMVP06673031662833,Maestro,4178955258512584,2025-04-08 16:02:12,Myntra,Grocery,75754.37,INR,Debit Card,North Jaymouth,Purchase,October,Reversed
rossjoshua,GB75JDQO45992154238978,VISA,4366933881873,2025-02-25 12:31:59,Avenue Supermarts,Dining,12313.71,INR,Credit Card,Murrayborough,Refund,April,Pending
garciaaimee,GB68QRLQ42895235910343,VISA,3593762971561255,2025-01-09 08:52:10,Trends,Grocery,38248.96,INR,NEFT,Chaseside,Withdrawal,August,Approved
robersonphilip,GB23VDRL59763825769558,Discover,561516470623,2025-02-14 07:41:48,Aditya Birla Retai,Clothing,28526.32,INR,NEFT,Lake Steve,Withdrawal,November,Pending
laurenhanna,GB58QYNE16093968246300,amex,4603961101258631886,2025-10-07 13:03:02,Urban Ladder,Electronics,36623.22,INR,Mobile Payment,North Darren,Deposit,November,Approved
cynthia59,GB08KDUI01589175618587,American Express,503883442686,2025-06-01 18:16:55,Tata CLiQ,Health,44998.05,INR,Debit Card,Pamelamouth,Withdrawal,January,Reversed
gutierrezrenee,GB89CIYT52163614008813,chhupay,3517406764383005,2025-05-30 09:23:20,Myntra,Electronics,3330.44,INR,Mobile Payment,Lake Manuelfort,Purchase,June,Approved
guzmanjose,GB89EMJH80053896081427,VISA,4756258702447732309,2025-11-01 23:45:09,Pepperfry,Travel,56339.35,INR,Debit Card,East Austin,Purchase,October,Approved
johnstonbenjamin,GB66IFBG21614133171685,Mastercard,4698434561251211482,2025-03-05 21:46:14,BlueStone,Grocery,16821.70,INR,RTGS,Heatherville,Purchase,July,Declined
millerdavid,GB62JOEC74113889473923,saphiro,3537470844917600,2025-04-04 02:38:44,Myntra,Travel,71278.78,INR,RTGS,New Xavierview,Refund,October,Declined
francis99,GB50TGON98003119066538,Maestro,30210090908053,2025-03-29 14:14:45,Foodhall,Grocery,16044.41,INR,Bank Transfer,Keithview,Purchase,August,Approved
kingapril,GB55AJHJ28689058927693,amex,4406658890708719,2025-05-11 20:14:21,Infiniti Retail Ltd,Travel,69555.79,INR,Mobile Payment,New Dianeport,Withdrawal,March,Declined
andreablake,GB57ULFA63293163561564,VISA,4989738570845,2025-10-27 05:30:38,HyperCity,Health,34097.59,INR,UPI,Lake Andreastad,Refund,July,Approved
vargasralph,GB60EMMG13614193801418,saphiro,213152387680046,2025-06-09 21:13:54,Shoppers Stop,Travel,7050.40,INR,Credit Card,New Nathan,Deposit,December,Approved
ijohnson,GB43LISE60388488307173,VISA,213104643615977,2025-08-24 19:54:20,Infiniti Retail Ltd,Dining,53084.73,INR,Credit Card,Eduardoburgh,Deposit,July,Pending
victoriacarroll,GB12OWQK36104779558167,saphiro,6544906289004820,2025-01-23 09:59:47,Godrej Consumer Products,Grocery,65570.53,INR,Credit Card,Lake Jared,Withdrawal,September,Declined
amanda19,GB35CYIB88371950786793,Maestro,6011836378738760,2025-11-26 10:39:14,Spencer’s Retail,Travel,21015.58,INR,NEFT,Feliciashire,Withdrawal,June,Pending
eglenn,GB85PLRX01973716529264,Mastercard,4187278713633815,2025-08-18 20:02:06,FirstCry,Grocery,75963.39,INR,RTGS,South Cynthiaside,Deposit,November,Pending
eglenn,GB68KPGB92238195037090,Discover,5578041160794538,2025-05-09 22:42:10,Future Group,Dining,76692.27,INR,RTGS,South Brittany,Purchase,September,Reversed
gary22,GB90RHEO77002735258183,VISA,30253283120045,2025-08-10 11:12:15,BlueStone,Dining,71839.88,INR,RTGS,Jacksonmouth,Refund,August,Approved
brett28,GB80AYEP55688725121915,Maestro,3500288232231415,2025-05-25 20:10:22,Central,Dining,36510.95,INR,UPI,Lake Ericchester,Purchase,April,Pending
wilsonsteven,GB51VRJQ21404446173809,VISA,2244799049235418,2025-02-25 10:16:44,Foodhall,Dining,60616.67,INR,Credit Card,New David,Withdrawal,December,Declined
randylawson,GB34OTKM05385812751266,VISA,4077124176946880484,2025-05-27 20:45:57,Spencer’s Retail,Grocery,26810.60,INR,RTGS,Lake Pennyburgh,Withdrawal,March,Approved
amandasanders,GB94TBUC91630884069981,VISA,4842025818650221564,2025-05-24 06:13:17,Titan Company,Health,13857.99,INR,Bank Transfer,Port Justin,Refund,November,Pending
nlee,GB13QIZV38226182069265,Mastercard,3511314019077834,2025-05-21 00:06:12,Amazon India,Electronics,95310.00,INR,Mobile Payment,Port Coltonborough,Purchase,December,Declined
zachary12,GB32HCUF10474878503967,chhupay,4251956112889374,2025-10-11 09:26:54,Central,Grocery,11084.87,INR,Bank Transfer,West Dorisfurt,Purchase,July,Declined
jhansen,GB83STKB00175714994578,VISA,3589802346393723,2025-02-15 08:14:16,Fabindia,Clothing,73292.53,INR,Credit Card,Campbellborough,Deposit,March,Declined
brownmelinda,GB12TXTF01329540790078,Mastercard,3510495554142173,2025-02-03 23:12:52,Nykaa,Travel,89247.55,INR,Credit Card,East Dorothy,Refund,July,Approved
benjamin84,GB20RZAB49279560039660,Mastercard,346095842537253,2025-01-03 09:10:12,Reliance Retail,Travel,33425.56,INR,UPI,Saundersfurt,Refund,May,Reversed
carla92,GB62PTNK87608285824645,VISA,675924765729,2025-08-13 18:44:28,ShopClues,Travel,7536.02,INR,Debit Card,New Anna,Refund,April,Declined
nicholsoncharles,GB73RFOJ45549359388430,Diners Club,501821961197,2025-04-11 08:39:43,Westside,Travel,90192.34,INR,NEFT,New Tiffanyborough,Refund,August,Declined
cynthiamcintyre,GB26ALPR10910504394167,saphiro,2611940860814551,2025-12-21 09:06:01,Meesho,Electronics,37363.75,INR,Mobile Payment,Joshuaview,Withdrawal,August,Approved
hlong,GB41ELNL81394259878898,rupay,3523606141818571,2025-06-10 00:45:23,Brand Factory,Electronics,41.80,INR,Debit Card,New Katelynview,Refund,June,Pending
nicole11,GB02KZRD32441232543762,VISA,6011258265707099,2025-09-20 10:34:03,ShopClues,Electronics,51755.46,INR,UPI,Johnsonfort,Withdrawal,April,Declined
anna23,GB76WSFW65067627458895,VISA,676172312842,2025-10-25 10:12:06,Reliance Fresh,Health,71229.38,INR,UPI,Lake Raymondshire,Withdrawal,October,Declined
richard78,GB96HSFR44177495905999,chhupay,3504096309614280,2025-02-10 00:07:37,Lenskart,Dining,19704.07,INR,Debit Card,North Jose,Refund,June,Reversed
maldonadopaul,GB68FEFK17764892710838,chhupay,3575560237329307,2025-03-29 08:19:50,Central,Health,22955.85,INR,Credit Card,Port Jessicaburgh,Withdrawal,May,Approved
ashlee84,GB46TTNB58366077307009,Diners Club,2709434301961653,2025-01-07 15:03:41,Reliance Digital,Electronics,25547.95,INR,Credit Card,Tyroneview,Refund,September,Reversed
shughes,GB40KQID02600920528939,Diners Club,4467702739242401,2025-03-25 17:28:23,Pantaloons,Clothing,21702.15,INR,Debit Card,Simmonsmouth,Purchase,April,Reversed
lopezmary,GB40PKXR17613898900870,rupay,4317802347955535,2025-08-12 14:02:12,Westside,Health,95418.99,INR,NEFT,Paulmouth,Withdrawal,November,Reversed
breanna26,GB18BXPZ62179100328035,Diners Club,3510774028529904,2025-06-27 02:37:35,Fabindia,Clothing,48642.36,INR,NEFT,Victoriamouth,Purchase,February,Reversed
cynthiadominguez,GB90BKIO29507152833271,American Express,4914168169924638,2025-12-19 17:11:26,Future Group,Travel,81890.49,INR,NEFT,Rachelview,Deposit,September,Declined
rsnyder,GB32WVJC01087933136912,VISA,4948390405062,2025-01-15 10:36:31,Zivame,Clothing,22368.15,INR,RTGS,Port Angelaside,Refund,June,Pending
anne11,GB14HREW35108093732443,chhupay,36841666087197,2025-08-27 06:27:59,BigBasket,Clothing,9564.66,INR,NEFT,Tonytown,Purchase,May,Pending
rogersstacy,GB19SJTN66860925794359,Mastercard,3553182783877302,2025-07-01 21:58:55,Spencer’s Retail,Health,49886.36,INR,Credit Card,Heatherside,Deposit,May,Reversed
jenkinsbrandon,GB34FTGF99066191314220,American Express,3524943223232283,2025-04-22 14:06:26,Foodhall,Travel,85435.22,INR,RTGS,Richardchester,Withdrawal,June,Reversed
nunezvirginia,GB59LUYH10727612724174,rupay,4801537949349724887,2025-09-03 21:49:05,FirstCry,Health,28555.55,INR,Credit Card,New Natalie,Withdrawal,November,Reversed
paulvelasquez,GB48DHUZ72287652267677,Discover,4169226622743,2025-06-03 01:41:17,IKEA India,Dining,33625.66,INR,Debit Card,Bellbury,Withdrawal,February,Approved
guzmanjose,GB77ETDB93342286797356,amex,4842505296088,2025-10-02 23:24:45,Godrej Consumer Products,Electronics,9231.53,INR,Credit Card,North Angela,Purchase,July,Declined
yvelez,GB81LQLI96428102596016,American Express,377287924882929,2025-01-11 07:22:59,BabyChakra,Health,81638.27,INR,Mobile Payment,South Gregory,Deposit,November,Reversed
ihuang,GB12TPKD17646039323923,Discover,2718676194240566,2025-03-24 14:25:53,Lenskart,Health,40787.03,INR,Debit Card,Blakefort,Refund,June,Approved
lisa60,GB32IHDG19745515479270,Mastercard,4989738570845,2025-09-12 14:35:26,Aditya Birla Retai,Electronics,26175.83,INR,Bank Transfer,Tammybury,Deposit,November,Reversed
ufrench,GB39XIJK09219125351672,VISA,341173486601100,2025-06-22 20:41:13,Future Group,Travel,59544.15,INR,Debit Card,South Paul,Withdrawal,December,Declined
jacquelinelewis,GB28OLZI69122927726651,chhupay,4248792340998687,2025-06-04 13:54:16,HyperCity,Electronics,29883.49,INR,Mobile Payment,Martinezfort,Deposit,October,Approved
harrisdaniel,GB36JAAK42583033865306,amex,4989615510022973718,2025-06-02 08:11:04,Urban Ladder,Health,63336.75,INR,Debit Card,North Dianehaven,Withdrawal,January,Reversed
psalas,GB03QLIQ58373165198236,American Express,4754040616185498,2025-10-01 04:59:04,Fabindia,Clothing,56852.18,INR,NEFT,South Kelly,Refund,June,Pending
tiffanysmith,GB36HBRD22596279149332,chhupay,4730380102663,2025-01-09 00:55:16,Lenskart,Dining,14278.10,INR,Debit Card,Whiteland,Purchase,September,Approved
andersonkenneth,GB88OXBY09957356942732,Discover,2288481514748681,2025-03-08 00:01:37,Titan Company,Travel,94956.40,INR,Mobile Payment,New Joan,Refund,February,Pending
gilbertdaniel,GB11RWOV12716806703719,American Express,180091973524508,2025-04-07 23:51:42,Urban Ladder,Dining,11860.73,INR,Credit Card,East Jerryside,Purchase,August,Pending
jillpollard,GB40YEFO08623385526819,VISA,180097377613706,2025-10-12 07:41:46,Central,Electronics,63998.80,INR,RTGS,Lake Kayla,Deposit,December,Declined
wallbecky,GB76OWGY76659905509535,VISA,6511421050592457,2025-07-15 03:12:30,Fabindia,Health,68937.50,INR,RTGS,Bairdbury,Withdrawal,October,Reversed
aprilwilliams,GB53YWLW26393558417117,VISA,4967562792663055497,2025-11-29 20:01:25,Metro Cash & Carry India,Health,47666.19,INR,RTGS,North Andrew,Deposit,September,Declined
courtneytravis,GB94IGDX35588076379758,VISA,379135144370654,2025-08-30 06:00:20,BlueStone,Electronics,57500.26,INR,Debit Card,Pearsonville,Withdrawal,March,Pending
andrew11,GB46UKVQ85215100218235,amex,213162009162331,2025-03-08 11:05:33,Brand Factory,Clothing,84589.02,INR,NEFT,Batesfurt,Purchase,October,Pending
lauraswanson,GB36ZTOQ01114161193988,Discover,4413931768731647,2025-01-24 07:00:26,Bewakoof,Clothing,40313.61,INR,Bank Transfer,Hughesshire,Refund,August,Declined
francisjennifer,GB52HVUX73031160189171,amex,4305320987892185,2025-12-15 13:29:56,Spencer’s Retail,Clothing,56349.34,INR,Bank Transfer,Joseland,Refund,September,Approved
thomas78,GB75ZUOK56680999326017,Mastercard,561516470623,2025-12-24 17:29:57,Pepperfry,Travel,80495.04,INR,Debit Card,Port Hunterbury,Deposit,May,Reversed
williamscassidy,GB08WQKI25161554830201,Diners Club,3517406764383005,2025-10-04 19:30:57,Titan Company,Grocery,50227.32,INR,UPI,East Kimberlyshire,Withdrawal,January,Pending
kevingreene,GB21BRVF77979484296802,Mastercard,676188125311,2025-01-02 07:54:55,Avenue Supermarts,Electronics,58079.63,INR,Credit Card,North Dawn,Refund,August,Reversed
ryoung,GB08TOAA26594486281423,chhupay,2335267149582485,2025-11-22 08:18:43,Aditya Birla Retai,Health,75774.91,INR,Mobile Payment,New Bruce,Withdrawal,March,Declined
fstewart,GB10JUGL21079304410487,Mastercard,4252649985398255,2025-02-06 05:08:15,IKEA India,Clothing,26067.72,INR,UPI,Lake Kyleport,Withdrawal,April,Pending
